key,article,place_kind,pref,muni,origin_pref,origin_muni,origin_basis,origin_sentence,local_pref,local_muni,local_sentence,coord,pageviews_month,muni_basis,muni_sentence,muni_shop,origin_verdict,origin_verdict_sentence
シラエビ,シラエビ,発祥地,富山県,,富山県,,都道府県のみ,唯一漁場をもつ富山県では、一般に「白えび（シロエビ）」と呼ばれ、沿岸地域では「ヒラタエビ」と呼ぶこともある。,,,,"osm(県庁所在地:富山市,node:762306892)",972,,,,発祥は特定なし,サクラエビと同様深海に生息する小型種で、富山湾沿岸では食用に漁獲される。
たまごふわふわ,たまごふわふわ,ご当地,静岡県,袋井市,静岡県,袋井市,発祥を述べる文,静岡県袋井市ではご当地料理として売り出され、愛Bリーグに加盟している。,静岡県,袋井市,静岡県袋井市ではご当地料理として売り出され、愛Bリーグに加盟している。,"osm(place=city,node:420453539)",969,,,,発祥は特定なし,起源は江戸時代にまでさかのぼり、1626年（寛永3年）に後水尾天皇が二条城に行幸した際に江戸幕府が提供した料理の中に「玉子フワフワ」が含まれていた
ヒオウギガイ,ヒオウギガイ,発祥地,三重県,志摩市,三重県,志摩市,都道府県のみ,主な産地順不同三重県志摩市 - 英虞湾の真珠筏で養殖されている。,,,,"osm(place=city,node:2970907199)",962,本文の読み直し,三重県志摩市 - 英虞湾の真珠筏で養殖されている。,,発祥は特定なし,主に真珠養殖の副産物として養殖されている。
東京ラーメン,東京ラーメン,発祥地,東京都,,東京都,,都道府県のみ,東京都には数千のラーメン店があり、提供されるラーメンの味も多岐にわたる。,,,,"osm(東京都の代表:東京駅,node:2149761647)",960,,,,発祥がわかる,1910年（明治43年）当時流行の発信基地で繁華街であった浅草の「来々軒」が草分けだとされる事が多い。
ハーバー (菓子),ハーバー (菓子),発祥地,神奈川県,横浜市,神奈川県,横浜市,冒頭の定義文,ハーバーは、横浜市中区の洋菓子会社、株式会社ありあけが製造・販売する菓子である。,,,,"osm(place=city,node:1973500311)",953,,,,発祥がわかる,1954年、横浜市鶴見区にあった有明製菓株式会社より発売された。
カレーラーメン,カレーラーメン,発祥店,北海道,岩見沢市,北海道,岩見沢市,発祥を述べる文,室蘭カレーラーメンとまこまいカレーラーメンを開発した「味の大王」の創業者が岩見沢市に移住し、同市で営業していた際に、当時の常連客が弟子入りし、1971年の9月に室蘭市輪西に味の大王輪西店（現在は閉店）を弟子が開店した。,北海道,室蘭市,脚注関連項目室蘭カレーラーメン - 室蘭店から広まった北海道室蘭市のご当地グルメ。,発祥店:味の大王 本店(restaurant),952,,,,発祥は特定なし,日本各地で自然発生的に誕生したと考えられている。
タルト (郷土菓子),タルト (郷土菓子),発祥地,愛媛県,松山市,愛媛県,松山市,冒頭の定義文,タルトは愛媛県松山市の伝統菓子であり、カステラ生地で餡を巻いたロールケーキ状のお菓子。,,,,"osm(place=city,node:207689592)",952,,,,発祥がわかる,正保4年（1647年）、松山藩主・松平定行（久松松平家初代）は、ポルトガル船が長崎へ入港したことに併せて、長崎の海上警備の任を受けた農林 美 S。
鯛めし,鯛めし,発祥地,愛媛県,宇和島市,愛媛県,宇和島市,発祥を述べる文,元々は宇和島市の一部に伝わる家庭料理であったが、昭和50年代に、当時の津島町（現・宇和島市）に「六宝」という名称でひゅうが飯を出す店が現れ、他地域の人々にも知られるようになった。,愛媛県,宇和島市,東予地方や中予地方では一般的な焼き鯛の炊き込みご飯を鯛めしと呼ぶが、宇和島市を中心とする南予地方では鯛の刺身を、醤油を主体としたタレに生卵、ゴマ、きざみねぎなどの薬味を混ぜたものに和え、ご飯に載せたものを鯛めしと呼ぶ。,"osm(place=city,node:691562998)",951,,,,発祥がわかる,その説を元に、皆美館（松江しんじ湖温泉）の初代板前長・西村常太郎が考案した料理である。
はらこ飯,はらこ飯,発祥地,宮城県,亘理町,宮城県,亘理町,発祥を述べる文,サケとイクラを用いる丼はらこ飯（サケの切り身を煮てのせる）宮城県亘理郡亘理町に伝わる郷土料理としての「はらこ飯」は、鮭の煮汁でご飯を炊くため、ご飯の色は茶色である。,,,,"osm(place=town,node:752184847)",944,,,,発祥は特定なし,大漁の時に漁師が振舞ったのがはらこ飯と言われている。
クッピーラムネ,クッピーラムネ,発祥地,愛知県,名古屋市,愛知県,名古屋市,冒頭の定義文,クッピーラムネとは、愛知県名古屋市西区にあるカクダイ製菓が製造・販売している主力商品であるラムネ菓子。,,,,"osm(place=city,node:569005393)",941,,,,発祥がわかる,クッピーラムネとは、愛知県名古屋市西区にあるカクダイ製菓が製造・販売している主力商品であるラムネ菓子。
ねぎ焼き,ねぎ焼き,発祥地,大阪府,,大阪府,,都道府県のみ,ねぎ焼き（ねぎやき）とは、近畿地方にみられるお好み焼き類似料理である。,,,,"osm(県庁所在地:大阪市,node:57563779)",937,,,,発祥は特定なし,神戸のにくてんや京都のベタ焼きなどにその原型がよく残されている。
チチタケ,チチタケ,発祥地,栃木県,,栃木県,,都道府県のみ,一部の地域では食用され、栃木県ではチタケの名で親しまれる。,,,,"osm(県庁所在地:宇都宮市,node:1108891208)",936,,,,発祥は特定なし,栃木県でチチタケを食用とする習慣は少なくとも江戸時代の享保年間の時点で記録が存在し、かつては身近な食用キノコであったと考えられている。
ヨーグルッペ,ヨーグルッペ,発祥地,宮崎県,都城市,宮崎県,都城市,冒頭の定義文,ヨーグルッペ（）は、宮崎県都城市にある南日本酪農協同（デーリィ）ならびにグループ企業で北海道日高町にある北海道日高乳業が販売している乳酸菌飲料である。,,,,"osm(place=city,node:739203636)",935,,,,発祥がわかる,ヨーグルッペ（Yoghurppe）は、宮崎県都城市にある南日本酪農協同（デーリィ）ならびにグループ企業で北海道日高町にある北海道日高乳業が販売している乳酸菌飲料である。
北海道のザンギ,北海道のザンギ,発祥地,北海道,釧路市,北海道,釧路市,発祥を述べる文,北海道独自のザンギ発祥の地は釧路市と考えられている。,,,,"osm(place=city,node:381942295)",928,,,,発祥は特定なし,昭和30年代、釧路市にあった料理店が鶏一羽をぶつ切りにして唐揚げにしたのが始まりとされている。
スタミナラーメン (茨城),スタミナラーメン (茨城),ご当地,茨城県,ひたちなか市,茨城県,ひたちなか市,冒頭の定義文,スタミナラーメンは、茨城県ひたちなか市のご当地ラーメン。,茨城県,ひたちなか市,スタミナラーメンは、茨城県ひたちなか市のご当地ラーメン。,"osm(place=city,node:752603189)",923,,,,発祥がわかる,元々は1970年ごろに、勝田駅前のラーメン屋「大進」のオーナーが餡かけラーメンを発案し、それを受けて当時の店長（長井順一）が作り上げたものが始まりとされる。
たぬき丼,たぬき丼,ご当地,滋賀県,甲賀市,東京都,,都道府県のみ,テレビ東京の情報バラエティ番組『出没!アド街ック天国』では、2009年（平成21年）3月に、東京都台東区内の食事処で、常連客が無料サービスの揚げ玉を飯にふりかけ、醤油をかけて「たぬき丼風」にして食べると紹介された旅グルメ20090404。,滋賀県,甲賀市,滋賀県甲賀市信楽町のご当地グルメでもある。,"osm(信楽町,node:3622887353)",916,記事が書いている地点(信楽町),292px  信楽町のたぬき丼の一例 - 信楽町観光協会,,発祥がわかる,同店によれば、かつての社長が考案したメニューとされるマイナビ20140612。
カラフトマス,カラフトマス,発祥地,北海道,,北海道,,都道府県のみ,また、北海道の一部産地ではオホーツクサーモンというブランド名で呼ばれる。,,,,"osm(北海道東部オホーツク海沿岸の代表:網走市,node:405167431)",916,北海道東部オホーツク海沿岸の代表(表に当てた),国内最大の水揚げ地は北海道東部オホーツク海沿岸であり、当地での7-8月の約2か月間の水揚げで国内消費の多くが満たされる。,,由来は未精査,
多板綱,多板綱,発祥地,北海道,,北海道,,都道府県のみ,多板綱（たばんこう、Polyplacophora）は一般的にはヒザラガイ(膝皿貝・石鼈)類と呼ばれ、軟体動物の一群で、扁平な体でをしており背面に一列に並んだ8枚の殻を持っていることが特徴である。,,,,"osm(県庁所在地:札幌市,node:57683926)",916,,,,発祥は特定なし,アイヌ（やアメリカ先住民のアレウト族など）は古くから食用としており、アイヌ語では「ムイ」という。
TOKYO X,TOKYO X,発祥地,東京都,,東京都,,都道府県のみ,概要品種的には、バークシャー種、デュロック種、北京黒豚 en Beijing Blackの三元交配種から産み出された東京都農林水産振興財団。,,,,"osm(多摩地区の代表:八王子市,node:622423997)",916,多摩地区の代表(表に当てた),飼育は多摩地区や委託された他県（宮城県・茨城県・群馬県・山梨県）の農家で行われている。,,発祥がわかる,1990年4月に東京都畜産試験場で品種改良試験を開始し、1997年7月17日に合成種の系統豚として日本種豚登録協会（現日本養豚協会）に認定された東京都農林水産振興財団。
